user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJS33c9141c2bf,35-44,Tier 1,2024-09-27,Premium,Inactive,Inactive,None
UIDJS33cb65a5f85,18-24,Tier 1,2024-10-12,Premium,Inactive,Inactive,None
UIDJS33ce7e3954b,35-44,Tier 1,2024-03-23,VIP,Inactive,Inactive,None
UIDJS33cf21924dc,25-34,Tier 1,2024-08-02,Premium,Inactive,Inactive,None
UIDJS33d1230c52b,25-34,Tier 1,2024-11-15,Free,Inactive,Inactive,None
UIDJS33d13c0d0a8,25-34,Tier 2,2024-01-07,VIP,2024-06-11,Inactive,None
UIDJS33d163a9264,35-44,Tier 3,2024-10-21,Premium,Inactive,Inactive,None
UIDJS33d16e8f678,45+,Tier 1,2024-07-25,Premium,Inactive,Inactive,None
UIDJS33d172ba51d,45+,Tier 2,2024-11-06,VIP,Inactive,Inactive,None
UIDJS33d361f932f,25-34,Tier 2,2024-02-15,VIP,Inactive,2024-04-15,Premium
UIDJS33d39beeb11,25-34,Tier 3,2024-02-16,VIP,Inactive,Inactive,None
UIDJS33d48900b36,25-34,Tier 2,2024-10-13,Free,Inactive,Inactive,None
UIDJS33d4bcc4695,25-34,Tier 1,2024-10-31,VIP,2024-11-27,Inactive,None
UIDJS33d4c9eb2cf,25-34,Tier 3,2024-08-20,VIP,Inactive,Inactive,None
UIDJS33d515fd793,35-44,Tier 2,2024-03-16,Free,Inactive,2024-04-16,Premium
UIDJS33d6917f264,35-44,Tier 1,2024-08-19,Free,Inactive,Inactive,None
UIDJS33d745b2af7,18-24,Tier 1,2024-10-16,Free,2024-11-12,Inactive,None
UIDJS33daaf90942,25-34,Tier 2,2024-09-25,Free,Inactive,2024-10-25,VIP
UIDJS33db1989f55,25-34,Tier 3,2024-11-13,VIP,Inactive,Inactive,None
UIDJS33dc77a2b33,18-24,Tier 1,2024-10-16,VIP,Inactive,Inactive,None
UIDJS33dc7f8bcdf,35-44,Tier 3,2024-08-18,Free,Inactive,Inactive,None
UIDJS33dc9ad4dc7,25-34,Tier 1,2024-10-01,Premium,Inactive,Inactive,None
UIDJS33dd9f593fe,25-34,Tier 1,2024-02-22,VIP,2024-03-31,Inactive,None
UIDJS33df5f9ed2d,35-44,Tier 1,2024-11-30,Premium,Inactive,Inactive,None
UIDJS33e1673594c,35-44,Tier 2,2024-08-07,Premium,Inactive,Inactive,None
UIDJS33e1766ca5f,35-44,Tier 1,2024-04-14,Premium,Inactive,Inactive,None
UIDJS33e21a2748c,35-44,Tier 1,2024-05-04,Free,2024-10-22,Inactive,None
UIDJS33e4a11dcee,35-44,Tier 1,2024-09-29,Premium,Inactive,Inactive,None
UIDJS33e4fcde995,25-34,Tier 1,2024-04-03,VIP,Inactive,Inactive,None
UIDJS33e67ab5e83,18-24,Tier 1,2024-08-10,VIP,2024-11-10,Inactive,None
UIDJS33e7a36e233,18-24,Tier 2,2024-01-23,Free,Inactive,Inactive,None
UIDJS33ea6036c6c,25-34,Tier 1,2024-09-11,VIP,Inactive,Inactive,None
UIDJS33ebdb5a26e,25-34,Tier 1,2024-07-09,VIP,2024-11-09,Inactive,None
UIDJS33efd415ed6,18-24,Tier 2,2024-07-25,Free,2024-09-21,Inactive,None
UIDJS33f05d8d8e2,25-34,Tier 2,2024-11-28,Free,Inactive,Inactive,None
UIDJS33f0d4cdc87,18-24,Tier 1,2024-10-18,VIP,Inactive,Inactive,None
UIDJS33f1aa7b68a,35-44,Tier 1,2024-04-14,VIP,2024-06-06,Inactive,None
UIDJS33f2d6f077d,25-34,Tier 1,2024-05-30,Premium,Inactive,Inactive,None
UIDJS33f5859d400,25-34,Tier 2,2024-04-21,Premium,Inactive,Inactive,None
UIDJS33f867c8290,25-34,Tier 1,2024-01-31,VIP,Inactive,Inactive,None
UIDJS33f97017bdc,25-34,Tier 1,2024-10-08,VIP,Inactive,2024-12-08,Free
UIDJS33f9dbd2871,35-44,Tier 1,2024-10-14,VIP,Inactive,Inactive,None
UIDJS33fbc65f826,18-24,Tier 1,2024-04-08,Premium,Inactive,Inactive,None
UIDJS33fc5db209b,25-34,Tier 3,2024-09-29,Free,Inactive,Inactive,None
UIDJS33fdc05f8fd,25-34,Tier 3,2024-10-08,Free,Inactive,Inactive,None
UIDJS33fe06f9294,18-24,Tier 1,2024-11-13,VIP,Inactive,Inactive,None
UIDJS33fe80a219b,35-44,Tier 1,2024-06-28,Free,Inactive,2024-07-28,Premium
UIDJS33feb105d8a,18-24,Tier 2,2024-08-31,Premium,Inactive,Inactive,None
UIDJS3406800f4a4,25-34,Tier 1,2024-03-31,Premium,Inactive,Inactive,None
UIDJS340726c1eac,25-34,Tier 1,2024-07-01,Free,Inactive,Inactive,None
UIDJS3408213cc09,35-44,Tier 1,2024-09-26,Premium,Inactive,Inactive,None
UIDJS340bbaa7b27,18-24,Tier 2,2024-09-06,Premium,Inactive,Inactive,None
UIDJS340c37cbcdd,25-34,Tier 1,2024-05-10,Premium,Inactive,Inactive,None
UIDJS340c6214ca5,35-44,Tier 2,2024-08-02,VIP,Inactive,Inactive,None
UIDJS340ec10f2b1,35-44,Tier 1,2024-01-26,Free,Inactive,2024-11-26,VIP
UIDJS340ec6ad8a1,25-34,Tier 1,2024-05-16,VIP,Inactive,2024-09-16,Free
UIDJS34101ef29a8,25-34,Tier 1,2024-04-12,Premium,Inactive,Inactive,None
UIDJS34107fd6b03,25-34,Tier 2,2024-03-30,Free,Inactive,Inactive,None
UIDJS3410fa703ea,18-24,Tier 1,2024-01-27,Premium,Inactive,Inactive,None
UIDJS34111458d54,45+,Tier 1,2024-07-16,Premium,Inactive,Inactive,None
UIDJS3412f067d1c,18-24,Tier 2,2024-10-22,Premium,Inactive,Inactive,None
UIDJS34177b3d99b,25-34,Tier 2,2024-09-08,Free,Inactive,Inactive,None
UIDJS34181d911ab,25-34,Tier 1,2024-08-09,Premium,Inactive,Inactive,None
UIDJS341a90fd3c7,35-44,Tier 1,2024-07-16,Free,Inactive,Inactive,None
UIDJS341ad003b7e,18-24,Tier 2,2024-08-14,VIP,Inactive,Inactive,None
UIDJS341d1b92860,25-34,Tier 2,2024-03-25,Free,2024-04-24,Inactive,None
UIDJS341e2925afe,45+,Tier 1,2024-02-06,VIP,2024-10-15,Inactive,None
UIDJS341e3cb6846,18-24,Tier 1,2024-01-18,VIP,Inactive,2024-09-18,Free
UIDJS341f420d32b,25-34,Tier 2,2024-11-02,Premium,Inactive,Inactive,None
UIDJS341ffd14091,45+,Tier 1,2024-05-12,Premium,Inactive,Inactive,None
UIDJS34228ba4cf9,45+,Tier 2,2024-03-06,VIP,Inactive,Inactive,None
UIDJS342511e914a,25-34,Tier 1,2024-01-08,Premium,2024-10-07,Inactive,None
UIDJS34260202a4f,18-24,Tier 3,2024-09-29,VIP,Inactive,Inactive,None
UIDJS3427fbf5a2b,35-44,Tier 2,2024-07-05,VIP,Inactive,Inactive,None
UIDJS3428846e18c,45+,Tier 2,2024-10-02,Free,Inactive,Inactive,None
UIDJS342ba9e004f,45+,Tier 1,2024-09-09,Free,Inactive,Inactive,None
UIDJS342e8ab237d,25-34,Tier 1,2024-08-02,Premium,Inactive,2024-12-02,VIP
UIDJS342f17c9815,25-34,Tier 1,2024-10-26,Premium,Inactive,Inactive,None
UIDJS3433c1dd6a4,25-34,Tier 1,2024-01-28,Premium,Inactive,2024-07-28,Free
UIDJS3437bd8d58c,18-24,Tier 2,2024-09-10,VIP,Inactive,Inactive,None
UIDJS343902fbe51,18-24,Tier 1,2024-03-16,VIP,Inactive,Inactive,None
UIDJS343ad2fb6e8,45+,Tier 1,2024-09-30,VIP,Inactive,2024-10-30,Premium
UIDJS343b373444a,25-34,Tier 1,2024-04-27,VIP,Inactive,Inactive,None
UIDJS343cb19ebef,45+,Tier 1,2024-11-09,VIP,Inactive,Inactive,None
UIDJS343ee7ea7e1,18-24,Tier 2,2024-10-16,Premium,Inactive,Inactive,None
UIDJS343f2c7dbd4,25-34,Tier 1,2024-01-05,VIP,Inactive,Inactive,None
UIDJS3441196a323,35-44,Tier 1,2024-07-12,VIP,Inactive,Inactive,None
UIDJS3441e5f6450,18-24,Tier 1,2024-01-16,Premium,Inactive,Inactive,None
UIDJS34437df8b2f,35-44,Tier 2,2024-09-07,VIP,Inactive,Inactive,None
UIDJS3443dcc1b1a,18-24,Tier 1,2024-07-31,Free,Inactive,Inactive,None
UIDJS3444a47084e,25-34,Tier 3,2024-09-10,Free,2024-11-21,Inactive,None
UIDJS344520fbc69,35-44,Tier 1,2024-05-30,Free,2024-10-13,Inactive,None
UIDJS34461d9ea5d,45+,Tier 2,2024-07-23,VIP,Inactive,Inactive,None
UIDJS34463f6829e,25-34,Tier 1,2024-10-15,VIP,Inactive,Inactive,None
UIDJS3447097f64a,35-44,Tier 1,2024-06-22,Free,Inactive,Inactive,None
UIDJS3447121c10d,25-34,Tier 1,2024-03-10,Free,2024-10-14,Inactive,None
UIDJS34496f935d5,18-24,Tier 1,2024-03-10,Premium,Inactive,2024-12-10,VIP
UIDJS3449aee2412,18-24,Tier 1,2024-07-04,Premium,Inactive,2024-08-04,Free
UIDJS3449e54909e,25-34,Tier 2,2024-06-26,Premium,Inactive,Inactive,None
UIDJS344ceea4255,45+,Tier 1,2024-03-23,VIP,Inactive,Inactive,None
UIDJS344e33f3640,35-44,Tier 1,2024-07-11,VIP,Inactive,2024-09-11,Free
UIDJS344e433b81c,18-24,Tier 1,2024-02-26,Free,Inactive,2024-03-26,VIP
UIDJS344f5a9a041,45+,Tier 1,2024-07-22,VIP,Inactive,2024-08-22,Premium
UIDJS345013e6d67,18-24,Tier 2,2024-01-30,VIP,Inactive,Inactive,None
UIDJS34503023fba,45+,Tier 3,2024-07-24,VIP,2024-09-04,Inactive,None
UIDJS3452df50755,35-44,Tier 3,2024-05-15,Free,Inactive,Inactive,None
UIDJS3453c96affd,25-34,Tier 1,2024-02-21,Free,2024-09-23,Inactive,None
UIDJS34560380768,25-34,Tier 1,2024-05-20,Premium,Inactive,Inactive,None
UIDJS34561fe44cf,45+,Tier 1,2024-07-31,VIP,Inactive,2024-08-31,Premium
UIDJS34573fa89e6,25-34,Tier 1,2024-11-21,VIP,Inactive,Inactive,None
UIDJS345780437b5,45+,Tier 1,2024-05-07,VIP,Inactive,2024-11-07,Premium
UIDJS3457bd508fe,45+,Tier 1,2024-08-03,VIP,Inactive,Inactive,None
UIDJS345808b7370,25-34,Tier 1,2024-06-23,Premium,Inactive,Inactive,None
UIDJS34581641450,35-44,Tier 1,2024-01-28,Free,Inactive,Inactive,None
UIDJS3458246e4e2,45+,Tier 1,2024-11-13,Premium,Inactive,Inactive,None
UIDJS34583ae7c6a,25-34,Tier 1,2024-10-14,Premium,Inactive,Inactive,None
UIDJS345895e3e67,25-34,Tier 1,2024-06-18,Free,2024-10-05,Inactive,None
UIDJS3458b7d8ec0,35-44,Tier 2,2024-01-13,VIP,2024-11-12,Inactive,None
UIDJS345a8fbfd87,25-34,Tier 1,2024-11-18,Premium,Inactive,Inactive,None
UIDJS345c1225531,25-34,Tier 1,2024-06-06,Free,Inactive,Inactive,None
UIDJS345c491e4ba,18-24,Tier 1,2024-08-22,VIP,Inactive,Inactive,None
UIDJS345ed90a55f,25-34,Tier 1,2024-02-21,Premium,Inactive,Inactive,None
UIDJS345ffbadb99,25-34,Tier 3,2024-03-05,Free,2024-11-26,Inactive,None
UIDJS346073ddacb,18-24,Tier 1,2024-04-06,Premium,Inactive,Inactive,None
UIDJS346132cc7e5,35-44,Tier 3,2024-08-18,VIP,Inactive,Inactive,None
UIDJS346213da371,18-24,Tier 1,2024-03-25,Premium,Inactive,Inactive,None
UIDJS346335ce43b,25-34,Tier 1,2024-11-19,VIP,2024-12-17,Inactive,None
UIDJS3464299caf5,35-44,Tier 1,2024-04-10,VIP,Inactive,2024-06-10,Premium
UIDJS34650b5d98d,25-34,Tier 1,2024-01-31,VIP,Inactive,2024-10-31,Premium
UIDJS34656dd3743,45+,Tier 1,2024-08-19,Premium,Inactive,Inactive,None
UIDJS3465f03fc91,18-24,Tier 2,2024-01-10,VIP,Inactive,Inactive,None
UIDJS3466b8262c4,45+,Tier 2,2024-05-24,VIP,Inactive,Inactive,None
UIDJS346bcbe3fb3,25-34,Tier 1,2024-10-05,Premium,Inactive,Inactive,None
UIDJS346d9be4d64,25-34,Tier 2,2024-03-19,Free,2024-05-07,Inactive,None
UIDJS346f7b13e80,25-34,Tier 2,2024-08-25,VIP,Inactive,2024-10-25,Free
UIDJS347062f0a2a,35-44,Tier 2,2024-03-08,VIP,2024-08-25,Inactive,None
UIDJS34722af5c5b,45+,Tier 1,2024-04-11,VIP,Inactive,Inactive,None
UIDJS34749f8805d,35-44,Tier 1,2024-11-28,VIP,Inactive,Inactive,None
UIDJS3476078e1ce,25-34,Tier 1,2024-10-25,Free,2024-12-19,Inactive,None
UIDJS34765aa84e3,25-34,Tier 1,2024-07-01,Free,Inactive,Inactive,None
UIDJS34780682fb1,18-24,Tier 1,2024-05-26,VIP,Inactive,Inactive,None
UIDJS34782fc57d2,18-24,Tier 1,2024-04-13,Premium,Inactive,Inactive,None
UIDJS347905dfeac,25-34,Tier 1,2024-11-30,VIP,Inactive,Inactive,None
UIDJS347bd1e0d09,45+,Tier 3,2024-10-13,VIP,Inactive,Inactive,None
UIDJS348293e54e5,45+,Tier 1,2024-06-19,Premium,Inactive,Inactive,None
UIDJS3483d55aa0f,18-24,Tier 1,2024-03-02,VIP,Inactive,Inactive,None
UIDJS3485073d22b,35-44,Tier 3,2024-08-23,Free,2024-10-08,Inactive,None
UIDJS34859766031,45+,Tier 1,2024-04-01,Premium,Inactive,Inactive,None
UIDJS3486a4ca37c,25-34,Tier 1,2024-02-11,VIP,Inactive,Inactive,None
UIDJS3487b148536,25-34,Tier 1,2024-10-28,Premium,Inactive,Inactive,None
UIDJS348a1488fda,25-34,Tier 1,2024-06-25,Premium,Inactive,Inactive,None
UIDJS348a7f61637,18-24,Tier 2,2024-03-05,VIP,Inactive,Inactive,None
UIDJS348b8e9ccca,35-44,Tier 3,2024-05-24,Free,Inactive,Inactive,None
UIDJS348c957f9b8,18-24,Tier 1,2024-09-18,Free,Inactive,Inactive,None
UIDJS348d3cbfcb4,25-34,Tier 1,2024-10-05,Free,Inactive,Inactive,None
UIDJS348d8aa709d,25-34,Tier 2,2024-04-21,Premium,Inactive,Inactive,None
UIDJS348df10d3b7,25-34,Tier 1,2024-08-01,VIP,Inactive,2024-10-01,Premium
UIDJS348f1c9ffda,45+,Tier 1,2024-02-01,VIP,Inactive,2024-12-01,Free
UIDJS3490e6da5a2,25-34,Tier 2,2024-03-19,Free,Inactive,Inactive,None
UIDJS34931f8b4c0,25-34,Tier 1,2024-10-19,VIP,Inactive,Inactive,None
UIDJS349372e3580,35-44,Tier 2,2024-01-31,VIP,2024-04-26,Inactive,None
UIDJS34946809278,18-24,Tier 2,2024-02-19,Free,2024-10-01,Inactive,None
UIDJS34964a911dc,45+,Tier 1,2024-05-08,Free,Inactive,Inactive,None
UIDJS349aa5632e5,35-44,Tier 1,2024-05-20,VIP,Inactive,Inactive,None
UIDJS349c1a98a9e,35-44,Tier 1,2024-01-14,VIP,Inactive,2024-10-14,Free
UIDJS349dd2cb070,25-34,Tier 1,2024-09-11,VIP,Inactive,Inactive,None
UIDJS349eb1b18d9,45+,Tier 1,2024-08-27,Free,Inactive,Inactive,None
UIDJS34a004a1ed3,35-44,Tier 2,2024-10-22,VIP,2024-11-17,Inactive,None
UIDJS34a5b9d8c8f,35-44,Tier 1,2024-03-10,Free,Inactive,Inactive,None
UIDJS34a5f64ad4d,45+,Tier 1,2024-02-10,VIP,Inactive,2024-04-10,Premium
UIDJS34a62f18053,35-44,Tier 1,2024-03-19,Premium,Inactive,Inactive,None
UIDJS34a8d26a91e,25-34,Tier 2,2024-01-23,VIP,Inactive,Inactive,None
UIDJS34a959ed28e,35-44,Tier 3,2024-05-05,Free,Inactive,Inactive,None
UIDJS34a9f30681d,45+,Tier 2,2024-07-17,Premium,Inactive,Inactive,None
UIDJS34aaa6ea61d,25-34,Tier 1,2024-11-15,VIP,Inactive,Inactive,None
UIDJS34ab146450b,25-34,Tier 2,2024-11-26,VIP,2024-12-21,Inactive,None
UIDJS34ac78a76db,35-44,Tier 1,2024-01-16,Premium,Inactive,Inactive,None
UIDJS34acfde32cc,25-34,Tier 1,2024-06-18,VIP,Inactive,Inactive,None
UIDJS34ad721ec64,25-34,Tier 2,2024-04-27,VIP,Inactive,Inactive,None
UIDJS34ae3ed776e,25-34,Tier 3,2024-11-12,Free,Inactive,Inactive,None
UIDJS34aea9107a8,25-34,Tier 3,2024-03-17,VIP,Inactive,Inactive,None
UIDJS34b0768c576,25-34,Tier 2,2024-06-05,Free,Inactive,Inactive,None
UIDJS34b07a4c24e,25-34,Tier 2,2024-10-25,VIP,Inactive,Inactive,None
UIDJS34b1e7d2e8e,35-44,Tier 2,2024-04-19,Free,Inactive,Inactive,None
UIDJS34b28d88fbb,25-34,Tier 1,2024-01-29,Free,Inactive,2024-12-29,Premium
UIDJS34b41eaf2b5,25-34,Tier 1,2024-10-28,Free,Inactive,Inactive,None
UIDJS34b6186bd21,25-34,Tier 1,2024-08-05,Premium,Inactive,Inactive,None
UIDJS34b727dcfdd,18-24,Tier 3,2024-01-17,Free,Inactive,Inactive,None
UIDJS34b82e9e24a,35-44,Tier 2,2024-11-05,Free,2024-11-30,Inactive,None
UIDJS34b847cd71b,25-34,Tier 3,2024-07-24,VIP,Inactive,Inactive,None
UIDJS34b84f0634c,35-44,Tier 1,2024-04-22,VIP,Inactive,2024-06-22,Premium
UIDJS34ba0af66cc,35-44,Tier 1,2024-03-09,VIP,Inactive,Inactive,None
UIDJS34badaef34b,25-34,Tier 1,2024-02-16,Premium,Inactive,Inactive,None
UIDJS34bc69678e5,35-44,Tier 1,2024-04-13,VIP,Inactive,2024-12-13,Free
UIDJS34bc9626c36,35-44,Tier 2,2024-02-14,Free,2024-04-06,Inactive,None
UIDJS34bcded8160,45+,Tier 1,2024-11-05,Premium,Inactive,Inactive,None
UIDJS34be5f213b3,25-34,Tier 2,2024-11-12,VIP,Inactive,Inactive,None
UIDJS34c027445d5,25-34,Tier 3,2024-09-26,Free,Inactive,Inactive,None
UIDJS34c04c29a51,25-34,Tier 1,2024-11-28,VIP,Inactive,Inactive,None
UIDJS34c04f6e744,35-44,Tier 1,2024-07-17,Premium,Inactive,Inactive,None
UIDJS34c09b6dc34,35-44,Tier 1,2024-05-27,VIP,Inactive,2024-07-27,Free
UIDJS34c11f5f79f,25-34,Tier 1,2024-04-30,Premium,Inactive,Inactive,None
UIDJS34c1cf9d8d0,25-34,Tier 2,2024-03-27,Premium,2024-05-18,Inactive,None
UIDJS34c24d558a9,35-44,Tier 2,2024-11-20,VIP,Inactive,Inactive,None
UIDJS34c8c8398c5,25-34,Tier 1,2024-09-12,VIP,Inactive,Inactive,None
UIDJS34d3b1c651b,18-24,Tier 3,2024-03-23,Free,Inactive,Inactive,None
UIDJS34d3f625c00,25-34,Tier 1,2024-07-26,Premium,2024-09-03,Inactive,None
UIDJS34d462b8e0d,25-34,Tier 1,2024-06-24,VIP,Inactive,Inactive,None
UIDJS34d758f9060,25-34,Tier 1,2024-04-02,VIP,Inactive,Inactive,None
UIDJS34d9a0062cc,35-44,Tier 1,2024-03-29,Premium,2024-05-05,Inactive,None
UIDJS34da8e114c4,25-34,Tier 2,2024-03-09,Free,Inactive,Inactive,None
UIDJS34dacb69995,18-24,Tier 1,2024-07-08,Free,Inactive,Inactive,None
UIDJS34de2815f64,45+,Tier 1,2024-06-03,Free,2024-10-21,Inactive,None
UIDJS34df166097f,35-44,Tier 1,2024-02-20,VIP,2024-09-11,Inactive,None
UIDJS34df4d06a8b,35-44,Tier 1,2024-04-09,Premium,Inactive,Inactive,None
UIDJS34dfafd7a27,45+,Tier 1,2024-07-10,Premium,Inactive,Inactive,None
UIDJS34e229ef40d,25-34,Tier 2,2024-08-06,VIP,Inactive,Inactive,None
UIDJS34e2dde3800,25-34,Tier 1,2024-06-13,Premium,Inactive,Inactive,None
UIDJS34e3b1158ad,25-34,Tier 2,2024-03-27,VIP,Inactive,Inactive,None
UIDJS34e5bac1371,25-34,Tier 2,2024-08-07,Premium,Inactive,Inactive,None
UIDJS34e60d9eca2,18-24,Tier 1,2024-07-08,Premium,Inactive,Inactive,None
UIDJS34e693cfe51,18-24,Tier 1,2024-08-08,VIP,Inactive,2024-09-08,Premium
UIDJS34e8654236f,25-34,Tier 2,2024-10-09,VIP,Inactive,Inactive,None
UIDJS34e97873778,25-34,Tier 1,2024-01-04,VIP,Inactive,Inactive,None
UIDJS34ec493889b,45+,Tier 3,2024-10-25,Free,Inactive,Inactive,None
UIDJS34edbf1acf4,45+,Tier 1,2024-10-31,VIP,Inactive,Inactive,None
UIDJS34ee7067ef9,25-34,Tier 1,2024-10-16,Premium,Inactive,Inactive,None
UIDJS34ef7f6df22,45+,Tier 1,2024-11-14,VIP,Inactive,Inactive,None
UIDJS34f0ea0489a,45+,Tier 1,2024-03-02,VIP,Inactive,Inactive,None
UIDJS34f0f5870dd,25-34,Tier 2,2024-11-01,VIP,Inactive,Inactive,None
UIDJS34f1d2902aa,25-34,Tier 2,2024-06-22,VIP,Inactive,Inactive,None
UIDJS34f3a9dcbb9,35-44,Tier 3,2024-08-16,VIP,Inactive,2024-11-16,Free
UIDJS34f5505df9f,25-34,Tier 1,2024-06-15,Premium,Inactive,Inactive,None
UIDJS34f6d9cb753,35-44,Tier 1,2024-02-06,Free,Inactive,Inactive,None
UIDJS34f7a43194b,25-34,Tier 3,2024-07-12,Premium,Inactive,Inactive,None
UIDJS34f816af57a,25-34,Tier 1,2024-08-25,VIP,Inactive,2024-10-25,Free
UIDJS34fafdad878,25-34,Tier 1,2024-11-07,VIP,Inactive,Inactive,None
UIDJS34fb2fc4c68,45+,Tier 1,2024-06-23,Premium,Inactive,Inactive,None
UIDJS34fb9175d74,25-34,Tier 1,2024-09-25,Premium,Inactive,Inactive,None
UIDJS34fd6c49657,25-34,Tier 2,2024-02-29,Free,Inactive,Inactive,None
UIDJS34fde8a1292,35-44,Tier 2,2024-11-10,VIP,Inactive,2024-12-10,Premium
UIDJS34fef3063cc,35-44,Tier 1,2024-08-20,Premium,Inactive,Inactive,None
UIDJS350051a308b,35-44,Tier 2,2024-10-20,Free,Inactive,Inactive,None
UIDJS35006411970,25-34,Tier 1,2024-03-15,VIP,Inactive,2024-10-15,Free
UIDJS35016366ead,45+,Tier 1,2024-11-07,Free,Inactive,Inactive,None
UIDJS350278e4185,18-24,Tier 1,2024-02-11,Free,Inactive,Inactive,None
UIDJS3502d9b354b,25-34,Tier 1,2024-07-04,Premium,Inactive,Inactive,None
UIDJS3508163577e,25-34,Tier 1,2024-09-21,Premium,Inactive,Inactive,None
UIDJS3508876e784,18-24,Tier 3,2024-04-04,VIP,Inactive,Inactive,None
UIDJS3509aa82e34,45+,Tier 3,2024-07-21,Free,Inactive,Inactive,None
UIDJS350a36a380a,25-34,Tier 1,2024-07-03,Premium,Inactive,Inactive,None
UIDJS350b561f1ad,25-34,Tier 1,2024-09-03,VIP,Inactive,Inactive,None
UIDJS350d66561ae,45+,Tier 2,2024-01-10,VIP,Inactive,Inactive,None
UIDJS350ea242817,25-34,Tier 2,2024-01-17,VIP,2024-06-17,Inactive,None
UIDJS35101315009,35-44,Tier 1,2024-07-22,Premium,Inactive,Inactive,None
UIDJS3510de241c7,25-34,Tier 2,2024-06-01,VIP,Inactive,2024-12-01,Free
UIDJS3510f62453a,45+,Tier 1,2024-09-17,Premium,Inactive,Inactive,None
UIDJS35120c84834,25-34,Tier 1,2024-02-28,VIP,Inactive,2024-04-28,Premium
UIDJS35129479a73,35-44,Tier 2,2024-09-15,VIP,Inactive,Inactive,None
UIDJS3512fa93f8b,25-34,Tier 2,2024-07-26,Premium,Inactive,Inactive,None
UIDJS3514017aa27,35-44,Tier 2,2024-11-03,VIP,Inactive,Inactive,None
UIDJS3514acaa86c,25-34,Tier 1,2024-09-21,Free,Inactive,2024-11-21,VIP
UIDJS351570865ed,35-44,Tier 2,2024-01-15,VIP,Inactive,2024-02-15,Premium
UIDJS3517dd09552,25-34,Tier 2,2024-03-12,Premium,Inactive,Inactive,None
UIDJS3517ea213cc,35-44,Tier 2,2024-07-28,Free,Inactive,Inactive,None
UIDJS3517f0eaaa5,35-44,Tier 1,2024-07-04,Premium,Inactive,Inactive,None
UIDJS35191baff50,25-34,Tier 1,2024-04-27,Premium,2024-07-15,Inactive,None
UIDJS35196ed508e,25-34,Tier 1,2024-10-06,VIP,Inactive,Inactive,None
UIDJS351a2861271,45+,Tier 1,2024-01-25,VIP,Inactive,2024-03-25,Premium
UIDJS351a6d6a1c1,35-44,Tier 1,2024-03-20,VIP,Inactive,2024-04-20,Free
UIDJS351ce402aab,35-44,Tier 1,2024-10-16,Free,Inactive,Inactive,None
UIDJS351f2cc5d71,25-34,Tier 1,2024-03-09,Premium,Inactive,Inactive,None
UIDJS35221720046,25-34,Tier 1,2024-11-10,Free,Inactive,Inactive,None
UIDJS3528f40ed26,25-34,Tier 2,2024-04-09,VIP,2024-10-29,Inactive,None
UIDJS352be44fe32,25-34,Tier 2,2024-08-26,Free,Inactive,Inactive,None
UIDJS352d9ace602,25-34,Tier 3,2024-05-15,Free,Inactive,Inactive,None
UIDJS352efc8b872,35-44,Tier 1,2024-04-10,Free,2024-05-13,Inactive,None
UIDJS352f63b4aec,25-34,Tier 1,2024-08-19,Premium,Inactive,Inactive,None
UIDJS352fe242edb,25-34,Tier 1,2024-07-23,Free,Inactive,Inactive,None
UIDJS3531829b33b,25-34,Tier 3,2024-02-21,Free,Inactive,Inactive,None
UIDJS3531a613f84,25-34,Tier 1,2024-05-09,VIP,Inactive,Inactive,None
UIDJS353238fcf56,25-34,Tier 3,2024-05-18,Free,2024-06-24,Inactive,None
UIDJS353243050f3,35-44,Tier 2,2024-04-03,VIP,Inactive,Inactive,None
UIDJS35326d91579,18-24,Tier 3,2024-05-21,VIP,Inactive,Inactive,None
UIDJS3532754c97a,25-34,Tier 1,2024-03-15,VIP,2024-05-11,Inactive,None
UIDJS3532a9d2c67,35-44,Tier 3,2024-01-25,Free,2024-11-07,Inactive,None
UIDJS3532b4fa5a9,25-34,Tier 1,2024-09-03,Premium,Inactive,Inactive,None
UIDJS3538abbe0f5,18-24,Tier 2,2024-05-22,VIP,Inactive,Inactive,None
UIDJS353963cc26c,45+,Tier 1,2024-01-23,Free,Inactive,Inactive,None
UIDJS353b814de25,18-24,Tier 2,2024-05-08,Free,2024-06-15,Inactive,None
UIDJS353c00770d9,25-34,Tier 1,2024-08-29,VIP,Inactive,Inactive,None
UIDJS353de2f99be,25-34,Tier 2,2024-04-17,Free,Inactive,Inactive,None
UIDJS353f61dadf4,25-34,Tier 1,2024-01-13,Premium,Inactive,Inactive,None
UIDJS354278d7d8a,35-44,Tier 1,2024-09-11,Premium,Inactive,Inactive,None
UIDJS3543bbed050,35-44,Tier 1,2024-05-07,Premium,Inactive,Inactive,None
UIDJS35444d5812e,25-34,Tier 1,2024-03-07,VIP,Inactive,Inactive,None
UIDJS3545ed30c8d,18-24,Tier 2,2024-11-13,Free,Inactive,Inactive,None
UIDJS354782c0370,18-24,Tier 1,2024-10-17,Premium,Inactive,Inactive,None
UIDJS354829a2de8,25-34,Tier 2,2024-10-20,Premium,Inactive,Inactive,None
UIDJS35483b70dac,35-44,Tier 2,2024-07-23,Free,Inactive,Inactive,None
UIDJS35486a980a0,25-34,Tier 3,2024-10-11,Free,Inactive,Inactive,None
